?cls	?def
<http://purl.obolibrary.org/obo/UBERON_0002050>	"Anatomical structure that is part of an embryo."
<http://purl.obolibrary.org/obo/UBERON_0001017>	"The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the neural tube derivatives: the brain and spinal cord. In invertebrates it includes central ganglia plus nerve cord."
<http://purl.obolibrary.org/obo/UBERON_0004228>	"A portion of smooth muscle tissue that is part of a urinary bladder [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003835>	"A blood vessel that is part of an abdominal segment of trunk [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000511>	"\"A sleep paralysis which upon falling asleep the person remains aware while the body shuts down for REM sleep.\" [wikipedia:Sleep_paralysis]"
<http://purl.obolibrary.org/obo/NBO_0000510>	"\"A REM parasomnia characterised by periods of inability to perform voluntary movements either when going to sleep or when waking up.\" [wikipedia:Sleep_paralysis]"
<http://purl.obolibrary.org/obo/UBERON_0001750>	"A network of orbital structures of the eye that secrete and drain tears from the surface of the eyeball into the nasal cavity; these parts include the lacrimal glands, lacrimal lake, lacrimal ducts, lacrimal canals, lacrimal sacs, nasolacrimal ducts, and lacrimal puncta."
<http://purl.obolibrary.org/obo/UBERON_0009584>	"Mesenchyme that is part of a 1st arch mandibular component."
<http://purl.obolibrary.org/obo/UBERON_0004160>	"An embryonic group of progenitor cells that forms from an outpouching of the septum transversum near the venous pole of the heart and gives rise to the epicardium"
<http://purl.obolibrary.org/obo/UBERON_0000020>	"An organ that is capable of transducing sensory stimulus to the nervous system."
<http://purl.obolibrary.org/obo/NBO_0000771>	"\"Observable characteristic of behaviour related to the regulation of body fluids process by which parasympathetic nerves stimulate the bladder wall muscle to contract and expel urine from the body.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000769>	"\"Observable characteristic of behaviour related to the elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0001271>	"The organism subdivision that includes the pelvic girdle skeleton and associated soft tissue. Note that this includes both the skeletal elements and associated tissues (integument, muscle, etc). Examples: There are only two instances in an organism, right and left pectoral girdle regions."
<http://purl.obolibrary.org/obo/UBERON_0000991>	"Reproductive organ that produces and releases eggs (ovary) or sperm (testis)."
<http://purl.obolibrary.org/obo/CHEBI_33245>	"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system."
<http://purl.obolibrary.org/obo/CHEBI_50860>	"Any molecular entity that contains carbon."
<http://purl.obolibrary.org/obo/UBERON_0004535>	"Anatomical system that has as its parts the heart and blood vessels."
<http://purl.obolibrary.org/obo/NBO_0000038>	"\"The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds.\" [wikipedia:Excretion]"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"In the developing vertebrate, the neural tube is the embryo's precursor to the central nervous system, which comprises the brain and spinal cord. The neural groove gradually deepens as the neural folds become elevated, and ultimately the folds meet and coalesce in the middle line and convert the groove into a closed tube, the neural tube or neural canal (which strictly speaking is the center of the neural tube), the ectodermal wall of which forms the rudiment of the nervous system. [WP,unvetted]."
<http://purl.obolibrary.org/obo/GO_0007608>	"The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."
<http://purl.obolibrary.org/obo/UBERON_0004852>	"An endothelium that is part of the cardiovascular system."
<http://purl.obolibrary.org/obo/UBERON_0004819>	"the cellular avascular layer of the kidney luminar surfaces"
<http://purl.obolibrary.org/obo/UBERON_0018256>	"A vein that drains a lacrimal gland."
<http://purl.obolibrary.org/obo/NBO_0020031>	"Threat that will not be acted upon."@en
<http://purl.obolibrary.org/obo/NBO_0000636>	"\"Behavior related to the activity seen in animals exposed to potential danger in which they exhibit the tendency to act defensively.\" [NBO:SD]"
<http://purl.obolibrary.org/obo/UBERON_0001041>	"Anterior subdivision of a digestive tract."
<http://purl.obolibrary.org/obo/UBERON_0022303>	"Single layer of a laminar structure, identified by different density, arrangement or size of cells and processes arranged in flattened layers or lamina[CUMBO]."
<http://purl.obolibrary.org/obo/CHEBI_33252>	"A nucleus is the positively charged central portion of an atom, excluding the orbital electrons."
<http://purl.obolibrary.org/obo/UBERON_0004872>	"Layer of lateral plate mesoderm that forms the circulatory system and future gut wall - overlies endoderm[WP]."
<http://purl.obolibrary.org/obo/GO_0007626>	"The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions."
<http://purl.obolibrary.org/obo/UBERON_0010152>	"A mucous secretion that is produced by glands in the epidermis."
<http://purl.obolibrary.org/obo/UBERON_0000912>	"Mucus is a bodily fluid consisting of a slippery secretion of the lining of the mucous membranes in the body. It is a viscous colloid containing antiseptic enzymes (such as lysozyme) and immunoglobulins. Mucus is produced by goblet cells in the mucous membranes that cover the surfaces of the membranes. It is made up of mucins and inorganic salts suspended in water."
<http://purl.obolibrary.org/obo/UBERON_0005564>	"Portion of tissue that gives rise to the immature gonad."
<http://purl.obolibrary.org/obo/NBO_0020291>	"Behavior that precedes and facilitates attaining food."@en
<http://purl.obolibrary.org/obo/NBO_0000235>	"\"Behavior related to the deprivation of food.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0004347>	"An outgrowth on the lateral trunk of the embryo that develops into a limb. The limb bud is divided into ectoderm and mesenchyme[cjm, modified from MP]."
<http://purl.obolibrary.org/obo/UBERON_0001243>	"A serous membrane that is part of a wall of intestine [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002101>	"A paired appendage that is evolved from a paired fin. The extent of this structure includes autopod, stylopod and zeugopod regions when present, but excludes the girdle and its parts."
<http://purl.obolibrary.org/obo/UBERON_0003504>	"A blood vessel that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003498>	"A blood vessel that is part of a heart [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003063>	"A horseshoe-shaped thickening of the endoderm at the cranial (rostral) end of the primitive streak formed by the involution of Spemann's organizer cells which, together with the notochord, induces the formation of the neural plate from the overlying ectodermal cells and contributes mesodermal type cells to the surrounding tissue"
<http://purl.obolibrary.org/obo/NBO_0000238>	"\"Any process which modulates the physical craving for food over short term food deprivation.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000237>	"\"Any process which modulates the physical craving for food.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_33575>	"A carbon oxoacid acid carrying at least one -C(=O)OH group and having the structure RC(=O)OH, where R is any any monovalent functional group. Carboxylic acids are the most common type of organic acid."
<http://purl.obolibrary.org/obo/NBO_0000498>	"\"A hypersomnia that occurs as a result of a traumatic event involving the central nervous system.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000477>	"\"A dyssomnia characterized by excessive amounts of sleepiness.\" [wikipedia:Hypersomnia]"
<http://purl.obolibrary.org/obo/UBERON_0004902>	"The fetal urogenital sinus (from which the prostate derives) is a simple cylinder of stratified basal epithelium, surrounded by mesenchyme and positioned between the embryonic bladder and pelvic urethra"
<http://purl.obolibrary.org/obo/UBERON_0004362>	"The first of the series of pharyngeal arches that develop into jaw bones or their homologs, and their associated nerves and arteries"
<http://purl.obolibrary.org/obo/GO_0032101>	"Any process that modulates the frequency, rate or extent of a response to an external stimulus."
<http://purl.obolibrary.org/obo/GO_0048583>	"Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."
