?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_30623>	"A dicarboxylic acid dianion obtained by deprotonation of both carboxy groups of oxalic acid."	"KEGG:C00209 PDBeChem:OXL"
<http://purl.obolibrary.org/obo/UBERON_0006562>	"The pharynx is the part of the digestive system immediately posterior to the mouth[GO]."	"MIAA:0000049 MAT:0000049 MESH:D010614"
<http://purl.obolibrary.org/obo/CL_0002178>	"An epithelial cell found in the lining of the stomach."	"FMA:62948"
<http://purl.obolibrary.org/obo/MAXO_0001123>	"Addition of potassium atom to a diet for complete nutrition support."	
<http://purl.obolibrary.org/obo/MAXO_0000623>	"Nutrition intervention for nutrition counseling is a supportive process, characterized by a collaborative counselor–patient/client relationship to establish food, nutrition and physical activity priorities, goals, and individualized action plans that acknowledge and foster responsibility for self-care to treat an existing condition and promote health."	"https://orcid.org/0000-0002-7463-6306"
<http://purl.obolibrary.org/obo/UBERON_0001351>	"The upper dilated end of the nasolacrimal duct that is lodged in a deep groove formed by the lacrimal bone and frontal process of the maxilla; it connects the lacrimal canaliculi, which drain tears from the eye's surface, and the nasolacrimal duct, which conveys this fluid into the nasal cavity; like the nasolacrimal duct, the sac is lined by stratified columnar epithelium with mucus-secreting goblet cells, and is surrounded by connective tissue."	"FMA:20289 SCTID:362534009 NCIT:C32909 MA:0001298 Wikipedia:Lacrimal_sac"
<http://purl.obolibrary.org/obo/UBERON_0005294>	"The elevation of thickened mesothelium and underlying mesenchyme found on the ventromedial border of the embryonic mesonephros in which the primordial germ cells become embedded, establishing it as the primordium of the testis or ovary."	"EHDAA2:0004044 NCIT:C34321 FMA:321917 Wikipedia:Gonadal_ridge EFO:0001414 SCTID:361399001 NCIT:C34184 AAO:0011047 EMAPA:35899 SCTID:308801004 XAO:0000018 BTO:0001402"
<http://purl.obolibrary.org/obo/UBERON_0001051>	"Bottom part of the pharynx that connects to the esophagus."	"MESH:D007013 GAID:338 Wikipedia:Hypopharynx BTO:0001740 NCIT:C12246 EFO:0001388 SCTID:281490009 EV:0100068 VHOG:0000445 MA:0001796 EHDAA2:0004574 FMA:54880 CALOHA:TS-2020"
<http://purl.obolibrary.org/obo/UBERON_0003684>	"The part of the ventral body cavity that is within the abdomen proper (excluding the pelvic cavity)."	"NCIT:C12664 MESH:D034841 GAID:17 EFO:0000213 Wikipedia:Abdominal_cavity FMA:12266 SCTID:361294009 MA:0003057 galen:AbdominalCavity EMAPA:36505"
<http://purl.obolibrary.org/obo/MAXO_0000400>	"Removal and examination of tissue, cells, or fluids from the salivary gland for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/CHEBI_15756>	"A straight-chain, sixteen-carbon, saturated long-chain fatty acid."	"DrugBank:DB03796 KNApSAcK:C00030479 KEGG:D05341 MetaCyc:PALMITATE PDBeChem:PLM HMDB:HMDB0000220 KNApSAcK:C00001233 KEGG:C00249 PPDB:1336 Wikipedia:Palmitic_acid"
<http://purl.obolibrary.org/obo/CHEBI_59789>	"A zwitterionic tautomer of S-adenosyl-L-methionine arising from shift of the proton from the carboxy group to the amino group."	
<http://purl.obolibrary.org/obo/UBERON_0015808>	"An epithelium that is part of a camera-type eye."	"MA:0003162 EMAPA:35957"
<http://purl.obolibrary.org/obo/CHEBI_33452>	"Arylmethyl groups and derivatives formed by substitution: ArCR2-."	
<http://purl.obolibrary.org/obo/MAXO_0000378>	"Removal and examination of tissue, cells, or fluids from lower urinary tract for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/UBERON_0005389>	"A transparent structure that is part of a visual sense organ, the function of which is to direct or focus light onto a photoreceptor array."	
<http://purl.obolibrary.org/obo/FOODON_02010012>	"Milk which is produced by animal lactation."@en	
<http://purl.obolibrary.org/obo/MAXO_0010085>	"A medical requirement or recommendation of avoiding the consumption of chicken egg (shell off, raw)."	
<http://purl.obolibrary.org/obo/UBERON_0002046>	"A two-lobed endocrine gland found in all vertebrates, located in front of and on either side of the trachea in humans, and producing various hormones, such as triiodothyronine and calcitonin[BTO]."	"EMAPA:17068 AAO:0010544 EV:0100133 MIAA:0000081 EHDAA:2975 MA:0000129 BTO:0001379 NCIT:C12400 SCTID:181117000 MESH:D013961 GAID:465 EHDAA2:0002028 galen:ThyroidGland EHDAA:2148 EFO:0000861 XAO:0000162 VHOG:0000418 Wikipedia:Thyroid FMA:9603 MAT:0000081 CALOHA:TS-1047"
<http://purl.obolibrary.org/obo/PO_0025082>	"A shoot system (PO:0009006) in the sporophytic phase that has as part at least one sporangium (PO:0025094)."	
<http://purl.obolibrary.org/obo/HP_0002097>		"UMLS:C0034067 SNOMEDCT_US:87433001"
<http://purl.obolibrary.org/obo/MAXO_0001101>	"The surgical removal (cutting out) of part or all of Coronary sinus diverticulum."	
<http://purl.obolibrary.org/obo/CHEBI_37962>	"Any agent that acts on an adrenergic receptor or affects the life cycle of an adrenergic transmitter."	
<http://purl.obolibrary.org/obo/UBERON_0007842>	"Bone element that arises as a result of intramembranous ossification."	"TAO:0001645 AEO:0000085 EHDAA2:0003085 ZFA:0001636 XAO:0004014 VSAO:0000023"
<http://purl.obolibrary.org/obo/PR_000001874>	"A protein that is a translation product of the KLRB1 gene or its closely related paralogs (KLRB1A-F). There are lineage-specific expansions in mouse and rat."	"PIRSF:PIRSF038804"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"Anatomical structure that has as its parts two or more portions of tissue of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona-fide boundaries from other distinct structural units of different types."	"BILA:0000055 VHOG:0001762 TGMA:0001847 AAO:0010048 ZFA:0001488 HAO:0000055 TAO:0001488 AEO:0000055 CARO:0000055 XAO:0003037 EHDAA2:0003055"
<http://purl.obolibrary.org/obo/MAXO_0001395>	"A procedure that uses radio waves to create heat to destroy tissue."	
<http://purl.obolibrary.org/obo/MAXO_0001064>	"The surgical removal (cutting out) of part or all of breast."	
<http://purl.obolibrary.org/obo/CHEBI_33245>	"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system."	
<http://purl.obolibrary.org/obo/GO_0032940>	"The controlled release of a substance by a cell."	"Wikipedia:Secretion"
<http://purl.obolibrary.org/obo/MAXO_0001559>	"Canaloplasty using different techniques without microcathetor and creation of a canal."	
<http://purl.obolibrary.org/obo/UBERON_0001224>	"A funnel shaped proximal portion of the ureter that is formed by convergence of the major calices [MP]."	"EMAPA:17948 GAID:426 MESH:D007682 NCIT:C12887 Wikipedia:Renal_pelvis galen:RenalPelvis SCTID:362221007 CALOHA:TS-2230 FMA:15575 MA:0000374"
<http://purl.obolibrary.org/obo/UBERON_0001171>	"The triangular region on the periphery of the liver lobules that contain a bile duct and a terminal branch of the hepatic artery and portal vein, and may also include a lymphatic vessel."	"NCIT:C33341 MA:0002498 FMA:14653"
<http://purl.obolibrary.org/obo/MAXO_0001495>	"Administration of drugs or other substances by routes other than the digestive tract."	
<http://purl.obolibrary.org/obo/UBERON_0000930>	"Anterior part of the embryonic digestive tract that develops into a mouth. The stomodeum includes as parts an invagination of the ectoderm and the stomodeal cavity."	"EHDAA2:0001929 Wikipedia:Stomodeum FMA:295846 EMAPA:16263 TGMA:0000135 TAO:0001290 BTO:0004224 NCIT:C34306 ZFA:0001290 XAO:0000269"
<http://purl.obolibrary.org/obo/GO_0048754>	"The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."	
<http://purl.obolibrary.org/obo/UBERON_0004912>		"VHOG:0001351 EHDAA2:0000171 EMAPA_RETIRED:16565 EMAPA:16561"
<http://purl.obolibrary.org/obo/MAXO_0000583>	"A quantitative measurement of the amount of an electrolyte present in serum."	
<http://purl.obolibrary.org/obo/CHEBI_59869>	"Zwitterionic form of an L-alpha-amino acid having an anionic carboxy group and a protonated amino group."	
<http://purl.obolibrary.org/obo/FOODON_00001916>		
<http://purl.obolibrary.org/obo/CHEBI_17781>	"A compound showing blue fluorescence, formed by a photolysis of riboflavin in acid or neutral solution."	"MetaCyc:CPD-605 PDBeChem:LUM DrugBank:DB04345 KEGG:C01727 KNApSAcK:C00030694"
<http://purl.obolibrary.org/obo/UBERON_0009846>	"An epithelium that is part of a embryonic cloaca."	"EHDAA2:0004585"
<http://purl.obolibrary.org/obo/MAXO_0000894>	"Using a lithotripter to aim sound waves directly at stones through the body, the shock waves break down stones or calculi which are then able to pass."	
<http://purl.obolibrary.org/obo/MAXO_0000395>	"Removal and examination of tissue, cells, or fluids from peritoneum for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/UBERON_0001130>	"Subdivision of skeletal system that consists of all the vertebra and associated skeletal elements and joints in the body[modified from VSAO]."	"Wikipedia:Vertebral_column AAO:0000734 VSAO:0000185 galen:SpinalColumn EFO:0001369 AAO:0000699 VHOG:0001142 BTO:0000818 FMA:13478 NCIT:C12998 ZFA:0001559 MESH:D013131 TAO:0001559 NCIT:C33588 NIF_Subcellular:sao1145756102 SCTID:44300000 GAID:106 MA:0002416 EMAPA:35919 XAO:0003074 EHDA:10119"
<http://purl.obolibrary.org/obo/PATO_0000610>	"A morphological quality inhering in a bearer by virtue of the bearer's affording unobstructed passage or view."	
<http://purl.obolibrary.org/obo/CHEBI_38716>	"Any dianion containing at least one carboxy group."	
<http://purl.obolibrary.org/obo/MAXO_0009006>	"A procedure that can determine the DNA sequence for coding and non-coding regions in an individual."	
<http://purl.obolibrary.org/obo/MAXO_0000360>	"Removal and examination of tissue, cells, or fluids from eye for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/UBERON_0011820>	"An anatomical junction that divides and overlaps with and atrium and a ventricle in the heart."	"EHDAA2:0004149 FMA:85125"
<http://purl.obolibrary.org/obo/GO_0035931>	"The regulated release of any mineralocorticoid into the circulatory system. Mineralocorticoids are a class of steroid hormones that regulate water and electrolyte metabolism."	
<http://purl.obolibrary.org/obo/CHEBI_45696>		
<http://purl.obolibrary.org/obo/UBERON_0005623>	"The valves that gate the flow of blood from the ventricles into the aorta and pulmonary trunk."	"EHDAA2:0001823 MA:0002790 VHOG:0001393 EMAPA:35760 EHDAA:4408"
<http://purl.obolibrary.org/obo/UBERON_0007376>	"The epidermis is the entire outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species[GO]."	"BSA:0000073 HAO:0000298 BTO:0000313 WBbt:0005733 TADS:0000109 Wikipedia:Epidermis_(zoology)"
<http://purl.obolibrary.org/obo/CHEBI_23044>	"One of a class of tetraterpenoids (C40), formally derived from the acyclic parent, psi,psi-carotene by hydrogenation, dehydrogenation, cyclization, oxidation, or combination of these processes. This class includes carotenes, xanthophylls and certain compounds that arise from rearrangement of the skeleton of psi,psi-carotene or by loss of part of this structure. Retinoids are excluded."	
<http://purl.obolibrary.org/obo/CHEBI_36914>		
<http://purl.obolibrary.org/obo/UBERON_0015004>	"The major preaxial endochondral element in the posterior zeugopod[Phenoscape]."	
<http://purl.obolibrary.org/obo/PATO_0000051>	"A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure."	
<http://purl.obolibrary.org/obo/CL_0000150>	"A specialized epithelial cell that is capable of synthesizing and secreting certain biomolecules."	"FMA:86494 CALOHA:TS-2085"
<http://purl.obolibrary.org/obo/NCBITaxon_7742>		"GC_ID:1"
<http://purl.obolibrary.org/obo/MAXO_0000384>	"Removal and examination of tissue, cells, or fluids from medulla oblongata for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/CL_0000740>	"The set of neurons that receives neural inputs via bipolar, horizontal and amacrine cells. The axons of these cells make up the optic nerve."	"BTO:0001800 FMA:67765 MESH:D012165"
<http://purl.obolibrary.org/obo/UBERON_0004802>	"The pseudostratified ciliated epithelium that lines much of the conducting portion of the airway, including part of the nasal cavity and larynx, the trachea, and bronchi."	"EMAPA:32827 BTO:0000419 SCTID:321764001 CALOHA:TS-0023 MA:0001480"
<http://purl.obolibrary.org/obo/CHEBI_64766>	"A group that carries an overall positive charge."	
<http://purl.obolibrary.org/obo/CHEBI_33837>	"Conjugated protein is a protein that contains a non-peptide component, usually in stoichiometric proportion."	"COMe:PRX000001"
<http://purl.obolibrary.org/obo/UBERON_0000402>	"The nasal vestibule is the most anterior part of the nasal cavity. It's enclosed by the cartilages of nose and lined by the same epithelium of the skin. The other part of the nasal cavity, which is lined by the respiratory epithelium, is called nasal cavity proper. [WP,unvetted]."	"CALOHA:TS-0660 Wikipedia:Nasal_vestibule BTO:0001761 SCTID:278940000 FMA:59644"
